time,Cache:DOSBytes,Cache:adminBytes,Cache:cacheTotalBytes,Cache:dataAdminBytes,Cache:dataBytes,Cache:lockBytes,Cache:lruDirtySize,Cache:lruMixedSize,Cache:nBINDeltasFetchMiss,Cache:nBINsFetch,Cache:nBINsFetchMiss,Cache:nBINsFetchMissRatio,Cache:nBinDeltaBlindOps,Cache:nBytesEvictedCACHEMODE,Cache:nBytesEvictedCRITICAL,Cache:nBytesEvictedDAEMON,Cache:nBytesEvictedEVICTORTHREAD,Cache:nBytesEvictedMANUAL,Cache:nCachedBINDeltas,Cache:nCachedBINs,Cache:nCachedUpperINs,Cache:nDirtyNodesEvicted,Cache:nEvictionRuns,Cache:nFullBINsMiss,Cache:nINCompactKey,Cache:nINNoTarget,Cache:nINSparseTarget,Cache:nLNsEvicted,Cache:nLNsFetch,Cache:nLNsFetchMiss,Cache:nNodesEvicted,Cache:nNodesMovedToDirtyLRU,Cache:nNodesMutated,Cache:nNodesPutBack,Cache:nNodesSkipped,Cache:nNodesStripped,Cache:nNodesTargeted,Cache:nRootNodesEvicted,Cache:nSharedCacheEnvironments,Cache:nThreadUnavailable,Cache:nUpperINsFetch,Cache:nUpperINsFetchMiss,Cache:sharedCacheTotalBytes,Checkpoints:lastCheckpointEnd,Checkpoints:lastCheckpointId,Checkpoints:lastCheckpointInterval,Checkpoints:lastCheckpointStart,Checkpoints:nCheckpoints,Checkpoints:nDeltaINFlush,Checkpoints:nFullBINFlush,Checkpoints:nFullINFlush,Cleaning:activeLogSize,Cleaning:availableLogSize,Cleaning:maxUtilization,Cleaning:minUtilization,Cleaning:nBINDeltasCleaned,Cleaning:nBINDeltasDead,Cleaning:nBINDeltasMigrated,Cleaning:nBINDeltasObsolete,Cleaning:nCleanerDeletions,Cleaning:nCleanerDisksReads,Cleaning:nCleanerEntriesRead,Cleaning:nCleanerRuns,Cleaning:nClusterLNsProcessed,Cleaning:nINsCleaned,Cleaning:nINsDead,Cleaning:nINsMigrated,Cleaning:nINsObsolete,Cleaning:nLNQueueHits,Cleaning:nLNsCleaned,Cleaning:nLNsDead,Cleaning:nLNsExpired,Cleaning:nLNsLocked,Cleaning:nLNsMarked,Cleaning:nLNsMigrated,Cleaning:nLNsObsolete,Cleaning:nMarkLNsProcessed,Cleaning:nPendingLNsLocked,Cleaning:nPendingLNsProcessed,Cleaning:nRepeatIteratorReads,Cleaning:nRevisalRuns,Cleaning:nToBeCleanedLNsProcessed,Cleaning:nTwoPassRuns,Cleaning:pendingLNQueueSize,Cleaning:protectedLogSize,Cleaning:protectedLogSizeMap,Cleaning:reservedLogSize,Cleaning:totalLogSize,Environment:btreeRelatchesRequired,Environment:environmentCreationTime,Environment:nBinDeltaDelete,Environment:nBinDeltaGet,Environment:nBinDeltaInsert,Environment:nBinDeltaUpdate,I/O:bufferBytes,I/O:endOfLog,I/O:nBytesReadFromWriteQueue,I/O:nBytesWrittenFromWriteQueue,I/O:nCacheMiss,I/O:nFSyncMaxTime,I/O:nFSyncRequests,I/O:nFSyncTime,I/O:nFSyncs,I/O:nFileOpens,I/O:nGroupCommitRequests,I/O:nGroupCommitWaits,I/O:nGrpCommitTimeouts,I/O:nLogBuffers,I/O:nLogFSyncs,I/O:nLogIntervalExceeded,I/O:nLogMaxGroupCommitThreshold,I/O:nNoFreeBuffer,I/O:nNotResident,I/O:nOpenFiles,I/O:nRandomReadBytes,I/O:nRandomReads,I/O:nRandomWriteBytes,I/O:nRandomWrites,I/O:nReadsFromWriteQueue,I/O:nRepeatFaultReads,I/O:nSequentialReadBytes,I/O:nSequentialReads,I/O:nSequentialWriteBytes,I/O:nSequentialWrites,I/O:nTempBufferWrites,I/O:nWriteQueueOverflow,I/O:nWriteQueueOverflowFailures,I/O:nWritesFromWriteQueue,Jvm:G1 Old Generation.count,Jvm:G1 Old Generation.time,Jvm:G1 Young Generation.count,Jvm:G1 Young Generation.time,Jvm:heap,Jvm:loadAverage,Locks:nLatchAcquireNoWaitUnsuccessful,Locks:nLatchAcquiresNoWaitSuccessful,Locks:nLatchAcquiresNoWaiters,Locks:nLatchAcquiresSelfOwned,Locks:nLatchAcquiresWithContention,Locks:nLatchReleases,Locks:nRequests,Locks:nWaits,Node Compression:cursorsBins,Node Compression:dbClosedBins,Node Compression:inCompQueueSize,Node Compression:nonEmptyBins,Node Compression:processedBins,Node Compression:splitBins,OffHeap:offHeapAllocFailure,OffHeap:offHeapAllocOverflow,OffHeap:offHeapBINsLoaded,OffHeap:offHeapBINsStored,OffHeap:offHeapCachedBINDeltas,OffHeap:offHeapCachedBINs,OffHeap:offHeapCachedLNs,OffHeap:offHeapCriticalNodesTargeted,OffHeap:offHeapDirtyNodesEvicted,OffHeap:offHeapLNsEvicted,OffHeap:offHeapLNsLoaded,OffHeap:offHeapLNsStored,OffHeap:offHeapLruSize,OffHeap:offHeapNodesEvicted,OffHeap:offHeapNodesMutated,OffHeap:offHeapNodesSkipped,OffHeap:offHeapNodesStripped,OffHeap:offHeapNodesTargeted,OffHeap:offHeapThreadUnavailable,OffHeap:offHeapTotalBlocks,OffHeap:offHeapTotalBytes,Op:priDelete,Op:priDeleteFail,Op:priInsert,Op:priInsertFail,Op:priPosition,Op:priSearch,Op:priSearchFail,Op:priUpdate,Op:secDelete,Op:secInsert,Op:secPosition,Op:secSearch,Op:secSearchFail,Op:secUpdate
2024-03-29 03:14:22.538 UTC, ,125,3166709,1440,20520,336, ,4, , , , , , , , , , , ,4,4, , , ,2,1,5, , , , , , , , , , , , , , , , ,7553,6, ,6463, , , , ,7598,9707843584,23,23, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,7598, ,1711671770597, , , , ,3145728,7553, , , ,0, , , , , , , ,3, , , , , ,1, , , , , , , , , , , , , , , , , , ,36261376,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2024-03-29 03:19:28.047 UTC, ,125,3166709,1440,20520,336, ,4, , , , , , , , , , , ,4,4, , , ,2,1,5, , , , , , , , , , , , , , , , ,7553,6, ,6463, , , , ,7598,9707540480,23,23, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,7598, ,1711671770597, , , , ,3145728,7553, , , ,0, , , , , , , ,3, , , , , ,1, , , , , , , , , , , , , , , , , , ,36261376,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2024-03-29 03:25:45.760 UTC, ,125,3166709,1440,20520,336, ,4, , , , , , , , , , , ,4,4, , , ,2,1,5, , , , , , , , , , , , , , , , ,7553,6, ,6463, , , , ,7598,9705512960,23,23, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,7598, ,1711671770597, , , , ,3145728,7553, , , ,0, , , , , , , ,3, , , , , ,1, , , , , , , , , , , , , , , , , , ,36261376,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2024-03-29 03:27:50.862 UTC, ,125,3166709,1440,20520,336, ,4, , , , , , , , , , , ,4,4, , , ,2,1,5, , , , , , , , , , , , , , , , ,7553,6, ,6463, , , , ,7598,9708314624,23,23, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,7598, ,1711671770597, , , , ,3145728,7553, , , ,0, , , , , , , ,3, , , , , ,1, , , , , , , , , , , , , , , , , , ,36261376,13, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2024-03-29 03:33:00.516 UTC, ,125,3166709,1440,20520,336, ,4, , , , , , , , , , , ,4,4, , , ,2,1,5, , , , , , , , , , , , , , , , ,7553,6, ,6463, , , , ,7598,9706459136,23,23, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,7598, ,1711671770597, , , , ,3145728,7553, , , ,0, , , , , , , ,3, , , , , ,1, , , , , , , , , , , , , , , , , , ,37309952,15, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2024-03-29 03:35:00.728 UTC, ,125,3166709,1440,20520,336, ,4, , , , , , , , , , , ,4,4, , , ,2,1,5, , , , , , , , , , , , , , , , ,7553,6, ,6463, , , , ,7598,9706283008,23,23, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,7598, ,1711671770597, , , , ,3145728,7553, , , ,0, , , , , , , ,3, , , , , ,1, , , , , , , , , , , , , , , , , , ,37309952,6, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2024-03-29 03:40:12.244 UTC, ,125,3166709,1440,20520,336, ,4, , , , , , , , , , , ,4,4, , , ,2,1,5, , , , , , , , , , , , , , , , ,7553,6, ,6463, , , , ,7598,9704095744,23,23, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,7598, ,1711671770597, , , , ,3145728,7553, , , ,0, , , , , , , ,3, , , , , ,1, , , , , , , , , , , , , , , , , , ,38358528,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2024-03-29 03:42:08.275 UTC, ,125,3166709,1440,20520,336, ,4, , , , , , , , , , , ,4,4, , , ,2,1,5, , , , , , , , , , , , , , , , ,7553,6, ,6463, , , , ,7598,9704640512,23,23, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,7598, ,1711671770597, , , , ,3145728,7553, , , ,0, , , , , , , ,3, , , , , ,1, , , , , , , , , , , , , , , , , , ,38358528,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2024-03-29 03:48:12.962 UTC, ,125,3166709,1440,20520,336, ,4, , , , , , , , , , , ,4,4, , , ,2,1,5, , , , , , , , , , , , , , , , ,7553,6, ,6463, , , , ,7598,9703174144,23,23, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,7598, ,1711671770597, , , , ,3145728,7553, , , ,0, , , , , , , ,3, , , , , ,1, , , , , , , , , , , , , , , , , , ,38358528,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2024-03-29 03:53:31.652 UTC, ,125,3166709,1440,20520,336, ,4, , , , , , , , , , , ,4,4, , , ,2,1,5, , , , , , , , , , , , , , , , ,7553,6, ,6463, , , , ,7598,9699962880,23,23, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,7598, ,1711671770597, , , , ,3145728,7553, , , ,0, , , , , , , ,3, , , , , ,1, , , , , , , , , , , , , , , , , , ,38358528,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2024-03-29 03:55:14.813 UTC, ,125,3166709,1440,20520,336, ,4, , , , , , , , , , , ,4,4, , , ,2,1,5, , , , , , , , , , , , , , , , ,7553,6, ,6463, , , , ,7598,9698840576,23,23, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,7598, ,1711671770597, , , , ,3145728,7553, , , ,0, , , , , , , ,3, , , , , ,1, , , , , , , , , , , , , , , , , , ,38358528,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2024-03-29 04:00:46.492 UTC, ,125,3166709,1440,20520,336, ,4, , , , , , , , , , , ,4,4, , , ,2,1,5, , , , , , , , , , , , , , , , ,7553,6, ,6463, , , , ,7598,9700950016,23,23, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,7598, ,1711671770597, , , , ,3145728,7553, , , ,0, , , , , , , ,3, , , , , ,1, , , , , , , , , , , , , , , , , , ,38358528,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2024-03-29 04:02:16.524 UTC, ,125,3166709,1440,20520,336, ,4, , , , , , , , , , , ,4,4, , , ,2,1,5, , , , , , , , , , , , , , , , ,7553,6, ,6463, , , , ,7598,9699819520,23,23, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,7598, ,1711671770597, , , , ,3145728,7553, , , ,0, , , , , , , ,3, , , , , ,1, , , , , , , , , , , , , , , , , , ,39407104,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2024-03-29 04:06:30.991 UTC, ,125,3166709,1440,20520,336, ,4, , , , , , , , , , , ,4,4, , , ,2,1,5, , , , , , , , , , , , , , , , ,7553,6, ,6463, , , , ,7598,9697386496,23,23, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,7598, ,1711671770597, , , , ,3145728,7553, , , ,0, , , , , , , ,3, , , , , ,1, , , , , , , , , , , , , , , , , , ,39407104,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2024-03-29 04:14:29.029 UTC, ,125,3166709,1440,20520,336, ,4, , , , , , , , , , , ,4,4, , , ,2,1,5, , , , , , , , , , , , , , , , ,7553,6, ,6463, , , , ,7598,9696206848,23,23, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,7598, ,1711671770597, , , , ,3145728,7553, , , ,0, , , , , , , ,3, , , , , ,1, , , , , , , , , , , , , , , , , , ,39407104,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2024-03-29 04:16:08.438 UTC, ,125,3166709,1440,20520,336, ,4, , , , , , , , , , , ,4,4, , , ,2,1,5, , , , , , , , , , , , , , , , ,7553,6, ,6463, , , , ,7598,9693233152,23,23, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,7598, ,1711671770597, , , , ,3145728,7553, , , ,0, , , , , , , ,3, , , , , ,1, , , , , , , , , , , , , , , , , , ,39407104,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2024-03-29 04:26:36.371 UTC, ,125,3166709,1440,20520,336, ,4, , , , , , , , , , , ,4,4, , , ,2,1,5, , , , , , , , , , , , , , , , ,7553,6, ,6463, , , , ,7598,9693028352,23,23, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,7598, ,1711671770597, , , , ,3145728,7553, , , ,0, , , , , , , ,3, , , , , ,1, , , , , , , , , , , , , , , , , , ,40455680,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2024-03-29 04:28:07.000 UTC, ,125,3166709,1440,20520,336, ,4, , , , , , , , , , , ,4,4, , , ,2,1,5, , , , , , , , , , , , , , , , ,7553,6, ,6463, , , , ,7598,9691590656,23,23, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,7598, ,1711671770597, , , , ,3145728,7553, , , ,0, , , , , , , ,3, , , , , ,1, , , , , , , , , , , , , , , , , , ,40455680,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2024-03-29 04:37:45.922 UTC, ,125,3166709,1440,20520,336, ,4, , , , , , , , , , , ,4,4, , , ,2,1,5, , , , , , , , , , , , , , , , ,7553,6, ,6463, , , , ,7598,9695236096,23,23, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,7598, ,1711671770597, , , , ,3145728,7553, , , ,0, , , , , , , ,3, , , , , ,1, , , , , , , , , , , , , , , , , , ,41504256,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2024-03-29 04:45:06.928 UTC, ,125,3166709,1440,20520,336, ,4, , , , , , , , , , , ,4,4, , , ,2,1,5, , , , , , , , , , , , , , , , ,7553,6, ,6463, , , , ,7598,9703116800,23,23, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,7598, ,1711671770597, , , , ,3145728,7553, , , ,0, , , , , , , ,3, , , , , ,1, , , , , , , , , , , , , , , , , , ,41504256,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2024-03-29 04:51:20.218 UTC, ,125,3166709,1440,20520,336, ,4, , , , , , , , , , , ,4,4, , , ,2,1,5, , , , , , , , , , , , , , , , ,7553,6, ,6463, , , , ,7598,9700835328,23,23, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,7598, ,1711671770597, , , , ,3145728,7553, , , ,0, , , , , , , ,3, , , , , ,1, , , , , , , , , , , , , , , , , , ,41504256,8, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2024-03-29 04:56:38.327 UTC, ,125,3166709,1440,20520,336, ,4, , , , , , , , , , , ,4,4, , , ,2,1,5, , , , , , , , , , , , , , , , ,7553,6, ,6463, , , , ,7598,9703587840,23,23, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,7598, ,1711671770597, , , , ,3145728,7553, , , ,0, , , , , , , ,3, , , , , ,1, , , , , , , , , , , , , , , , , , ,41504256,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2024-03-29 04:59:42.702 UTC, ,125,3166709,1440,20520,336, ,4, , , , , , , , , , , ,4,4, , , ,2,1,5, , , , , , , , , , , , , , , , ,7553,6, ,6463, , , , ,7598,9703043072,23,23, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,7598, ,1711671770597, , , , ,3145728,7553, , , ,0, , , , , , , ,3, , , , , ,1, , , , , , , , , , , , , , , , , , ,41504256,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2024-03-29 05:06:55.540 UTC, ,125,3166709,1440,20520,336, ,4, , , , , , , , , , , ,4,4, , , ,2,1,5, , , , , , , , , , , , , , , , ,7553,6, ,6463, , , , ,7598,9703456768,23,23, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,7598, ,1711671770597, , , , ,3145728,7553, , , ,0, , , , , , , ,3, , , , , ,1, , , , , , , , , , , , , , , , , , ,42552832,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2024-03-29 05:15:35.473 UTC, ,125,3166709,1440,20520,336, ,4, , , , , , , , , , , ,4,4, , , ,2,1,5, , , , , , , , , , , , , , , , ,7553,6, ,6463, , , , ,7598,9702948864,23,23, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,7598, ,1711671770597, , , , ,3145728,7553, , , ,0, , , , , , , ,3, , , , , ,1, , , , , , , , , , , , , , , , , , ,42552832,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2024-03-29 05:23:09.717 UTC, ,125,3166709,1440,20520,336, ,4, , , , , , , , , , , ,4,4, , , ,2,1,5, , , , , , , , , , , , , , , , ,7553,6, ,6463, , , , ,7598,9702596608,23,23, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,7598, ,1711671770597, , , , ,3145728,7553, , , ,0, , , , , , , ,3, , , , , ,1, , , , , , , , , , , , , , , , , , ,42552832,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2024-03-29 05:32:18.933 UTC, ,125,3166709,1440,20520,336, ,4, , , , , , , , , , , ,4,4, , , ,2,1,5, , , , , , , , , , , , , , , , ,7553,6, ,6463, , , , ,7598,8684908544,23,23, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,7598, ,1711671770597, , , , ,3145728,7553, , , ,0, , , , , , , ,3, , , , , ,1, , , , , , , , , , , , , , , , , , ,42552832,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2024-03-29 07:45:08.466 UTC, ,125,3166709,1440,20520,336, ,4, , , , , , , , , , , ,4,4, , , ,2,1,5, , , , , , , , , , , , , , , , ,7553,6, ,6463, , , , ,7598,8683753472,23,23, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,7598, ,1711671770597, , , , ,3145728,7553, , , ,0, , , , , , , ,3, , , , , ,1, , , , , , , , , , , , , , , , , , ,43601408,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2024-03-29 14:44:34.237 UTC, ,125,3166709,1440,20520,336, ,4, , , , , , , , , , , ,4,4, , , ,2,1,5, , , , , , , , , , , , , , , , ,7553,6, ,6463, , , , ,7598,10801029120,23,23, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,7598, ,1711671770597, , , , ,3145728,7553, , , ,0, , , , , , , ,3, , , , , ,1, , , , , , , , , , , , , , , , , , ,43601408,11, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2024-03-29 14:45:34.241 UTC, ,125,3166709,1440,20520,336, ,4, , , , , , , , , , , ,4,4, , , ,2,1,5, , , , , , , , , , , , , , , , ,7553,6, ,6463, , , , ,7598,10801799168,23,23, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,7598, ,1711671770597, , , , ,3145728,7553, , , ,0, , , , , , , ,3, , , , , ,1, , , , , , , , , , , , , , , , , , ,43601408,5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2024-03-29 14:46:34.249 UTC, ,125,3166709,1440,20520,336, ,4, , , , , , , , , , , ,4,4, , , ,2,1,5, , , , , , , , , , , , , , , , ,7553,6, ,6463, , , , ,7598,9738600448,23,23, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,7598, ,1711671770597, , , , ,3145728,7553, , , ,0, , , , , , , ,3, , , , , ,1, , , , , , , , , , , , , , , , , , ,43601408,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2024-03-29 14:47:34.261 UTC, ,125,3166709,1440,20520,336, ,4, , , , , , , , , , , ,4,4, , , ,2,1,5, , , , , , , , , , , , , , , , ,7553,6, ,6463, , , , ,7598,9742249984,23,23, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,7598, ,1711671770597, , , , ,3145728,7553, , , ,0, , , , , , , ,3, , , , , ,1, , , , , , , , , , , , , , , , , , ,44649984,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2024-03-29 14:48:34.268 UTC, ,125,3166709,1440,20520,336, ,4, , , , , , , , , , , ,4,4, , , ,2,1,5, , , , , , , , , , , , , , , , ,7553,6, ,6463, , , , ,7598,9740111872,23,23, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,7598, ,1711671770597, , , , ,3145728,7553, , , ,0, , , , , , , ,3, , , , , ,1, , , , , , , , , , , , , , , , , , ,44649984,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2024-03-29 14:49:34.268 UTC, ,125,3166709,1440,20520,336, ,4, , , , , , , , , , , ,4,4, , , ,2,1,5, , , , , , , , , , , , , , , , ,7553,6, ,6463, , , , ,7598,9744867328,23,23, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,7598, ,1711671770597, , , , ,3145728,7553, , , ,0, , , , , , , ,3, , , , , ,1, , , , , , , , , , , , , , , , , , ,44649984,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2024-03-29 14:50:34.269 UTC, ,125,3166709,1440,20520,336, ,4, , , , , , , , , , , ,4,4, , , ,2,1,5, , , , , , , , , , , , , , , , ,7553,6, ,6463, , , , ,7598,9746681856,23,23, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,7598, ,1711671770597, , , , ,3145728,7553, , , ,0, , , , , , , ,3, , , , , ,1, , , , , , , , , , , , , , , , , , ,44649984,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2024-03-29 14:51:34.274 UTC, ,125,3166709,1440,20520,336, ,4, , , , , , , , , , , ,4,4, , , ,2,1,5, , , , , , , , , , , , , , , , ,7553,6, ,6463, , , , ,7598,9740853248,23,23, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,7598, ,1711671770597, , , , ,3145728,7553, , , ,0, , , , , , , ,3, , , , , ,1, , , , , , , , , , , , , , , , , , ,44649984, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2024-03-29 14:52:34.277 UTC, ,125,3166709,1440,20520,336, ,4, , , , , , , , , , , ,4,4, , , ,2,1,5, , , , , , , , , , , , , , , , ,7553,6, ,6463, , , , ,7598,9740374016,23,23, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,7598, ,1711671770597, , , , ,3145728,7553, , , ,0, , , , , , , ,3, , , , , ,1, , , , , , , , , , , , , , , , , , ,45698560,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2024-03-29 14:53:34.282 UTC, ,125,3166709,1440,20520,336, ,4, , , , , , , , , , , ,4,4, , , ,2,1,5, , , , , , , , , , , , , , , , ,7553,6, ,6463, , , , ,7598,9737306112,23,23, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,7598, ,1711671770597, , , , ,3145728,7553, , , ,0, , , , , , , ,3, , , , , ,1, , , , , , , , , , , , , , , , , , ,45698560,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2024-03-29 14:54:34.287 UTC, ,125,3166709,1440,20520,336, ,4, , , , , , , , , , , ,4,4, , , ,2,1,5, , , , , , , , , , , , , , , , ,7553,6, ,6463, , , , ,7598,9731854336,23,23, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,7598, ,1711671770597, , , , ,3145728,7553, , , ,0, , , , , , , ,3, , , , , ,1, , , , , , , , , , , , , , , , , , ,45698560,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2024-03-29 14:55:34.293 UTC, ,125,3166709,1440,20520,336, ,4, , , , , , , , , , , ,4,4, , , ,2,1,5, , , , , , , , , , , , , , , , ,7553,6, ,6463, , , , ,7598,9732128768,23,23, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,7598, ,1711671770597, , , , ,3145728,7553, , , ,0, , , , , , , ,3, , , , , ,1, , , , , , , , , , , , , , , , , , ,45698560,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2024-03-29 14:56:34.296 UTC, ,125,3166709,1440,20520,336, ,4, , , , , , , , , , , ,4,4, , , ,2,1,5, , , , , , , , , , , , , , , , ,7553,6, ,6463, , , , ,7598,9732030464,23,23, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,7598, ,1711671770597, , , , ,3145728,7553, , , ,0, , , , , , , ,3, , , , , ,1, , , , , , , , , , , , , , , , , , ,46747136,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2024-03-29 14:57:34.300 UTC, ,125,3166709,1440,20520,336, ,4, , , , , , , , , , , ,4,4, , , ,2,1,5, , , , , , , , , , , , , , , , ,7553,6, ,6463, , , , ,7598,9739452416,23,23, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,7598, ,1711671770597, , , , ,3145728,7553, , , ,0, , , , , , , ,3, , , , , ,1, , , , , , , , , , , , , , , , , , ,46747136,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
